fecha,texto,emocion_real,emocion_predicha,score
2025-09-04,Días oscuros para Culiacán Sinaloa 🖤 #CuliacánSinaloa,tristeza,neutral,0.9202032685279846
2025-09-04,"Feliz de estar en Culiacán, la ciudad más bella de Sinaloa ❤️ #Culiacán",alegria,alegria,0.9946523904800415
2025-09-04,Me da rabia lo que están haciendo con Culiacán #CuliacánSinaloa,ira,ira,0.7467095255851746
2025-09-04,Sorprendido por las noticias de Culiacán 🤯 #Culiacán,sorpresa,sorpresa,0.9037622213363647
2025-09-04,Días oscuros para Culiacán Sinaloa 🖤,tristeza,neutral,0.8754712343215942
2025-09-04,Me da miedo pensar en el futuro de Culiacán 😔 #Culiacán,miedo,tristeza,0.7841812372207642
2025-09-04,Qué coraje la situación en Culiacán Sinaloa 😤 #Culiacán,ira,neutral,0.2956699728965759
2025-09-04,Preocupado por la situación en Culiacán 😰 #CuliacánSinaloa,miedo,tristeza,0.8432126045227051
2025-09-04,Me da miedo pensar en el futuro de Culiacán 😔 #CuliacánSinaloa,miedo,tristeza,0.7699317336082458
2025-09-04,Estoy harto de la inseguridad en Culiacán!,ira,ira,0.9040228724479675
2025-09-04,¿En serio pasó eso en Culiacán? ¡WOW! #Culiacán,sorpresa,sorpresa,0.973915159702301
2025-09-04,"Culiacán ya no es como antes, qué nostalgia 🙏",tristeza,tristeza,0.9943938255310059
2025-09-04,"Me encanta vivir en Culiacán, gran ciudad 🏙️✨",alegria,alegria,0.9819586873054504
2025-09-04,"No puede ser posible lo que pasa en Culiacán, ¡ya! #CuliacánSinaloa",ira,sorpresa,0.3940582275390625
2025-09-04,Me duele ver lo que pasa en Culiacán últimamente 💔 #CuliacánSinaloa,tristeza,tristeza,0.9959932565689087
2025-09-05,Me da rabia lo que están haciendo con Culiacán,ira,ira,0.6834956407546997
2025-09-05,Qué orgullo ser de Culiacán Sinaloa 💪❤️ 🙏,alegria,alegria,0.9932122230529785
2025-09-05,Qué tristeza la situación de Culiacán 😞 #CuliacánSinaloa,tristeza,tristeza,0.996246874332428
2025-09-05,¿Alguien más nervioso por Culiacán? 😨 🙏,miedo,neutral,0.410197377204895
2025-09-05,"Situación tensa en Culiacán Sinaloa, cuidado 🙏",miedo,neutral,0.8832962512969971
2025-09-05,Qué coraje la situación en Culiacán Sinaloa 😤,ira,miedo,0.30199071764945984
2025-09-05,"Situación tensa en Culiacán Sinaloa, cuidado #Culiacán",miedo,neutral,0.8914746642112732
2025-09-05,"Me encanta vivir en Culiacán, gran ciudad 🏙️✨ #CuliacánSinaloa",alegria,alegria,0.9818434119224548
2025-09-05,Me da miedo pensar en el futuro de Culiacán 😔 #Culiacán,miedo,tristeza,0.7841812372207642
2025-09-05,"Feliz de estar en Culiacán, la ciudad más bella de Sinaloa ❤️ 🙏",alegria,alegria,0.9949058294296265
2025-09-05,"Situación tensa en Culiacán Sinaloa, cuidado #CuliacánSinaloa",miedo,neutral,0.8995873332023621
2025-09-05,Qué coraje la situación en Culiacán Sinaloa 😤,ira,miedo,0.30199071764945984
2025-09-05,¡Qué! ¿Eso en Culiacán? No lo esperaba 🙏,sorpresa,sorpresa,0.9461425542831421
2025-09-05,Qué coraje la situación en Culiacán Sinaloa 😤,ira,miedo,0.30199071764945984
2025-09-05,"No puede ser posible lo que pasa en Culiacán, ¡ya!",ira,sorpresa,0.37965431809425354
2025-09-05,¿En serio pasó eso en Culiacán? ¡WOW! 🙏,sorpresa,sorpresa,0.9687604308128357
2025-09-05,Qué orgullo ser de Culiacán Sinaloa 💪❤️,alegria,alegria,0.9939783811569214
2025-09-05,"Excelente ambiente en Culiacán hoy, todo tranquilo 😊 🙏",alegria,alegria,0.7557156682014465
2025-09-05,Tengo miedo de salir en Culiacán últimamente #Culiacán,miedo,miedo,0.966340959072113
2025-09-05,Tengo miedo de salir en Culiacán últimamente #Culiacán,miedo,miedo,0.966340959072113
2025-09-05,"Otro día difícil en Culiacán, extraño la paz 😢 🙏",tristeza,tristeza,0.9954237341880798
2025-09-05,Me duele ver lo que pasa en Culiacán últimamente 💔 🙏,tristeza,tristeza,0.9959657192230225
2025-09-05,¡Qué! ¿Eso en Culiacán? No lo esperaba,sorpresa,sorpresa,0.9594739675521851
2025-09-05,Impresionante lo de Culiacán Sinaloa 😮 #Culiacán,sorpresa,sorpresa,0.9453647136688232
2025-09-05,Días oscuros para Culiacán Sinaloa 🖤 #CuliacánSinaloa,tristeza,neutral,0.9202032685279846
2025-09-05,Tengo miedo de salir en Culiacán últimamente #CuliacánSinaloa,miedo,miedo,0.965298056602478
2025-09-05,¡Ya basta! Culiacán merece mejor 😡 #Culiacán,ira,ira,0.7734032273292542
2025-09-05,Tengo miedo de salir en Culiacán últimamente #CuliacánSinaloa,miedo,miedo,0.965298056602478
2025-09-05,"Otro día difícil en Culiacán, extraño la paz 😢 🙏",tristeza,tristeza,0.9954237341880798
2025-09-05,¡Ya basta! Culiacán merece mejor 😡 🙏,ira,neutral,0.411308616399765
2025-09-05,Tengo miedo de salir en Culiacán últimamente #Culiacán,miedo,miedo,0.966340959072113
2025-09-05,Días oscuros para Culiacán Sinaloa 🖤 🙏,tristeza,neutral,0.7238778471946716
2025-09-05,Qué orgullo ser de Culiacán Sinaloa 💪❤️,alegria,alegria,0.9939783811569214
2025-09-05,¿Alguien más nervioso por Culiacán? 😨 🙏,miedo,neutral,0.410197377204895
2025-09-05,¡Qué bonito día en Culiacán! El sol brillando hermoso 🌞 #Culiacán,alegria,alegria,0.9923374056816101
2025-09-05,¡Qué bonito día en Culiacán! El sol brillando hermoso 🌞 #CuliacánSinaloa,alegria,alegria,0.992551326751709
2025-09-05,¿Alguien más nervioso por Culiacán? 😨,miedo,miedo,0.5511093735694885
2025-09-05,Me da miedo pensar en el futuro de Culiacán 😔 #Culiacán,miedo,tristeza,0.7841812372207642
2025-09-05,"Culiacán ya no es como antes, qué nostalgia 🙏",tristeza,tristeza,0.9943938255310059
2025-09-05,"Otro día difícil en Culiacán, extraño la paz 😢",tristeza,tristeza,0.9954714775085449
2025-09-05,"Feliz de estar en Culiacán, la ciudad más bella de Sinaloa ❤️",alegria,alegria,0.9937431216239929
2025-09-05,"Me encanta vivir en Culiacán, gran ciudad 🏙️✨",alegria,alegria,0.9819586873054504
2025-09-05,"Situación tensa en Culiacán Sinaloa, cuidado #CuliacánSinaloa",miedo,neutral,0.8995873332023621
2025-09-05,"Feliz de estar en Culiacán, la ciudad más bella de Sinaloa ❤️",alegria,alegria,0.9937431216239929
2025-09-05,"Excelente ambiente en Culiacán hoy, todo tranquilo 😊 🙏",alegria,alegria,0.7557156682014465
2025-09-05,"Culiacán ya no es como antes, qué nostalgia",tristeza,tristeza,0.9931923747062683
2025-09-05,"Situación tensa en Culiacán Sinaloa, cuidado 🙏",miedo,neutral,0.8832962512969971
2025-09-05,Me da miedo pensar en el futuro de Culiacán 😔,miedo,tristeza,0.8605189323425293
2025-09-05,"Otro día difícil en Culiacán, extraño la paz 😢",tristeza,tristeza,0.9954714775085449
2025-09-05,"Feliz de estar en Culiacán, la ciudad más bella de Sinaloa ❤️ #CuliacánSinaloa",alegria,alegria,0.9944524168968201
2025-09-06,Días oscuros para Culiacán Sinaloa 🖤 #CuliacánSinaloa,tristeza,neutral,0.9202032685279846
2025-09-06,Sorprendido por las noticias de Culiacán 🤯,sorpresa,sorpresa,0.9206829071044922
2025-09-06,"Feliz de estar en Culiacán, la ciudad más bella de Sinaloa ❤️",alegria,alegria,0.9937431216239929
2025-09-06,¡No puedo creer lo que vi en Culiacán! 😲 #CuliacánSinaloa,sorpresa,sorpresa,0.9652718305587769
2025-09-06,¡Ya basta! Culiacán merece mejor 😡 #Culiacán,ira,ira,0.7734032273292542
2025-09-06,Preocupado por la situación en Culiacán 😰 #Culiacán,miedo,tristeza,0.8718172311782837
2025-09-06,Preocupado por la situación en Culiacán 😰,miedo,tristeza,0.8982906341552734
2025-09-06,Me duele ver lo que pasa en Culiacán últimamente 💔 #Culiacán,tristeza,tristeza,0.9959120750427246
2025-09-06,"Me encanta vivir en Culiacán, gran ciudad 🏙️✨",alegria,alegria,0.9819586873054504
2025-09-06,Estoy harto de la inseguridad en Culiacán! 🙏,ira,ira,0.8670000433921814
2025-09-06,Me da rabia lo que están haciendo con Culiacán #CuliacánSinaloa,ira,ira,0.7467095255851746
2025-09-06,¿En serio pasó eso en Culiacán? ¡WOW! #Culiacán,sorpresa,sorpresa,0.973915159702301
2025-09-06,¡Qué! ¿Eso en Culiacán? No lo esperaba #CuliacánSinaloa,sorpresa,sorpresa,0.957832932472229
2025-09-06,¡Qué! ¿Eso en Culiacán? No lo esperaba #CuliacánSinaloa,sorpresa,sorpresa,0.957832932472229
2025-09-06,Qué tristeza la situación de Culiacán 😞 🙏,tristeza,tristeza,0.9962679743766785
2025-09-06,Qué tristeza la situación de Culiacán 😞 🙏,tristeza,tristeza,0.9962679743766785
2025-09-06,Me duele ver lo que pasa en Culiacán últimamente 💔 #Culiacán,tristeza,tristeza,0.9959120750427246
2025-09-06,Preocupado por la situación en Culiacán 😰 #Culiacán,miedo,tristeza,0.8718172311782837
2025-09-06,Qué orgullo ser de Culiacán Sinaloa 💪❤️,alegria,alegria,0.9939783811569214
2025-09-06,Qué tristeza la situación de Culiacán 😞 🙏,tristeza,tristeza,0.9962679743766785
2025-09-06,"Feliz de estar en Culiacán, la ciudad más bella de Sinaloa ❤️ #Culiacán",alegria,alegria,0.9946523904800415
2025-09-06,¿Alguien más nervioso por Culiacán? 😨 #CuliacánSinaloa,miedo,neutral,0.5489571690559387
2025-09-06,"Me encanta vivir en Culiacán, gran ciudad 🏙️✨",alegria,alegria,0.9819586873054504
2025-09-06,Qué orgullo ser de Culiacán Sinaloa 💪❤️ 🙏,alegria,alegria,0.9932122230529785
2025-09-06,"Feliz de estar en Culiacán, la ciudad más bella de Sinaloa ❤️",alegria,alegria,0.9937431216239929
2025-09-06,"Situación tensa en Culiacán Sinaloa, cuidado #CuliacánSinaloa",miedo,neutral,0.8995873332023621
2025-09-06,"No puede ser posible lo que pasa en Culiacán, ¡ya! #Culiacán",ira,sorpresa,0.37020939588546753
2025-09-06,¿Alguien más nervioso por Culiacán? 😨,miedo,miedo,0.5511093735694885
2025-09-06,"Feliz de estar en Culiacán, la ciudad más bella de Sinaloa ❤️",alegria,alegria,0.9937431216239929
2025-09-06,"Feliz de estar en Culiacán, la ciudad más bella de Sinaloa ❤️",alegria,alegria,0.9937431216239929
2025-09-06,Qué orgullo ser de Culiacán Sinaloa 💪❤️ #CuliacánSinaloa,alegria,alegria,0.991804838180542
2025-09-06,¡No puedo creer lo que vi en Culiacán! 😲 #Culiacán,sorpresa,sorpresa,0.960917592048645
2025-09-06,Me da miedo pensar en el futuro de Culiacán 😔 #CuliacánSinaloa,miedo,tristeza,0.7699317336082458
2025-09-06,¡Ya basta! Culiacán merece mejor 😡 #CuliacánSinaloa,ira,ira,0.6971157193183899
2025-09-06,"Me encanta vivir en Culiacán, gran ciudad 🏙️✨ #Culiacán",alegria,alegria,0.9807855486869812
2025-09-06,"Excelente ambiente en Culiacán hoy, todo tranquilo 😊",alegria,alegria,0.7185074090957642
2025-09-06,"Feliz de estar en Culiacán, la ciudad más bella de Sinaloa ❤️ #CuliacánSinaloa",alegria,alegria,0.9944524168968201
2025-09-06,Impresionante lo de Culiacán Sinaloa 😮,sorpresa,sorpresa,0.9674083590507507
2025-09-06,Me duele ver lo que pasa en Culiacán últimamente 💔 #Culiacán,tristeza,tristeza,0.9959120750427246
2025-09-06,"Feliz de estar en Culiacán, la ciudad más bella de Sinaloa ❤️ 🙏",alegria,alegria,0.9949058294296265
2025-09-06,¡No puedo creer lo que vi en Culiacán! 😲 #Culiacán,sorpresa,sorpresa,0.960917592048645
2025-09-06,¡No puedo creer lo que vi en Culiacán! 😲 #Culiacán,sorpresa,sorpresa,0.960917592048645
2025-09-06,¡No puedo creer lo que vi en Culiacán! 😲 🙏,sorpresa,sorpresa,0.9313516616821289
2025-09-06,Qué tristeza la situación de Culiacán 😞 #Culiacán,tristeza,tristeza,0.9962600469589233
2025-09-06,"Culiacán ya no es como antes, qué nostalgia #Culiacán",tristeza,tristeza,0.9944209456443787
2025-09-06,Días oscuros para Culiacán Sinaloa 🖤 #Culiacán,tristeza,neutral,0.9123952984809875
2025-09-06,Tengo miedo de salir en Culiacán últimamente #Culiacán,miedo,miedo,0.966340959072113
2025-09-06,"Culiacán ya no es como antes, qué nostalgia 🙏",tristeza,tristeza,0.9943938255310059
2025-09-06,Me da miedo pensar en el futuro de Culiacán 😔 #CuliacánSinaloa,miedo,tristeza,0.7699317336082458
2025-09-06,Tengo miedo de salir en Culiacán últimamente #CuliacánSinaloa,miedo,miedo,0.965298056602478
2025-09-07,Qué tristeza la situación de Culiacán 😞 #Culiacán,tristeza,tristeza,0.9962600469589233
2025-09-07,Me da rabia lo que están haciendo con Culiacán #Culiacán,ira,ira,0.6848616003990173
2025-09-07,¡Qué bonito día en Culiacán! El sol brillando hermoso 🌞 🙏,alegria,alegria,0.9928486347198486
2025-09-07,"Me encanta vivir en Culiacán, gran ciudad 🏙️✨",alegria,alegria,0.9819586873054504
2025-09-07,"Culiacán ya no es como antes, qué nostalgia #Culiacán",tristeza,tristeza,0.9944209456443787
2025-09-07,Qué coraje la situación en Culiacán Sinaloa 😤 🙏,ira,tristeza,0.2945966422557831
2025-09-07,¡Ya basta! Culiacán merece mejor 😡 🙏,ira,neutral,0.411308616399765
2025-09-07,Qué orgullo ser de Culiacán Sinaloa 💪❤️,alegria,alegria,0.9939783811569214
2025-09-07,"Me encanta vivir en Culiacán, gran ciudad 🏙️✨ 🙏",alegria,alegria,0.98817378282547
2025-09-07,"Excelente ambiente en Culiacán hoy, todo tranquilo 😊 #Culiacán",alegria,alegria,0.8059386610984802
2025-09-07,"Situación tensa en Culiacán Sinaloa, cuidado",miedo,neutral,0.7928654551506042
2025-09-07,"Me encanta vivir en Culiacán, gran ciudad 🏙️✨ #CuliacánSinaloa",alegria,alegria,0.9818434119224548
2025-09-07,"Otro día difícil en Culiacán, extraño la paz 😢 #CuliacánSinaloa",tristeza,tristeza,0.9953761100769043
2025-09-07,"Me encanta vivir en Culiacán, gran ciudad 🏙️✨ #CuliacánSinaloa",alegria,alegria,0.9818434119224548
2025-09-07,Preocupado por la situación en Culiacán 😰 #Culiacán,miedo,tristeza,0.8718172311782837
2025-09-07,Tengo miedo de salir en Culiacán últimamente #Culiacán,miedo,miedo,0.966340959072113
2025-09-07,¡Ya basta! Culiacán merece mejor 😡 🙏,ira,neutral,0.411308616399765
2025-09-07,Me da miedo pensar en el futuro de Culiacán 😔 #Culiacán,miedo,tristeza,0.7841812372207642
2025-09-07,Me da miedo pensar en el futuro de Culiacán 😔 #Culiacán,miedo,tristeza,0.7841812372207642
2025-09-07,Días oscuros para Culiacán Sinaloa 🖤,tristeza,neutral,0.8754712343215942
2025-09-07,Preocupado por la situación en Culiacán 😰 #Culiacán,miedo,tristeza,0.8718172311782837
2025-09-07,Me da rabia lo que están haciendo con Culiacán #Culiacán,ira,ira,0.6848616003990173
2025-09-07,¡No puedo creer lo que vi en Culiacán! 😲 #CuliacánSinaloa,sorpresa,sorpresa,0.9652718305587769
2025-09-07,Qué orgullo ser de Culiacán Sinaloa 💪❤️ #Culiacán,alegria,alegria,0.9918881058692932
2025-09-07,"Excelente ambiente en Culiacán hoy, todo tranquilo 😊",alegria,alegria,0.7185074090957642
2025-09-07,"Culiacán ya no es como antes, qué nostalgia 🙏",tristeza,tristeza,0.9943938255310059
2025-09-07,"Situación tensa en Culiacán Sinaloa, cuidado #Culiacán",miedo,neutral,0.8914746642112732
2025-09-07,Qué tristeza la situación de Culiacán 😞,tristeza,tristeza,0.9962958693504333
2025-09-07,"Otro día difícil en Culiacán, extraño la paz 😢 🙏",tristeza,tristeza,0.9954237341880798
2025-09-07,Sorprendido por las noticias de Culiacán 🤯,sorpresa,sorpresa,0.9206829071044922
2025-09-07,Preocupado por la situación en Culiacán 😰 🙏,miedo,tristeza,0.9531720280647278
2025-09-07,Me da miedo pensar en el futuro de Culiacán 😔 #CuliacánSinaloa,miedo,tristeza,0.7699317336082458
2025-09-07,"Culiacán ya no es como antes, qué nostalgia",tristeza,tristeza,0.9931923747062683
2025-09-07,Preocupado por la situación en Culiacán 😰 🙏,miedo,tristeza,0.9531720280647278
2025-09-07,¡Qué bonito día en Culiacán! El sol brillando hermoso 🌞,alegria,alegria,0.9916377663612366
2025-09-07,"Otro día difícil en Culiacán, extraño la paz 😢",tristeza,tristeza,0.9954714775085449
2025-09-07,Tengo miedo de salir en Culiacán últimamente,miedo,miedo,0.9643809795379639
2025-09-07,Estoy harto de la inseguridad en Culiacán! 🙏,ira,ira,0.8670000433921814
2025-09-07,Estoy harto de la inseguridad en Culiacán!,ira,ira,0.9040228724479675
2025-09-07,Me da miedo pensar en el futuro de Culiacán 😔 #Culiacán,miedo,tristeza,0.7841812372207642
2025-09-07,¡Qué bonito día en Culiacán! El sol brillando hermoso 🌞 🙏,alegria,alegria,0.9928486347198486
2025-09-07,Estoy harto de la inseguridad en Culiacán! #CuliacánSinaloa,ira,ira,0.9272205829620361
2025-09-07,Me da miedo pensar en el futuro de Culiacán 😔 #CuliacánSinaloa,miedo,tristeza,0.7699317336082458
2025-09-07,Me da rabia lo que están haciendo con Culiacán 🙏,ira,tristeza,0.5478510856628418
2025-09-07,"No puede ser posible lo que pasa en Culiacán, ¡ya!",ira,sorpresa,0.37965431809425354
2025-09-07,Me duele ver lo que pasa en Culiacán últimamente 💔 #CuliacánSinaloa,tristeza,tristeza,0.9959932565689087
2025-09-07,"No puede ser posible lo que pasa en Culiacán, ¡ya! #CuliacánSinaloa",ira,sorpresa,0.3940582275390625
2025-09-07,Sorprendido por las noticias de Culiacán 🤯 🙏,sorpresa,sorpresa,0.8730836510658264
2025-09-07,Qué coraje la situación en Culiacán Sinaloa 😤 #CuliacánSinaloa,ira,neutral,0.3802326023578644
2025-09-07,Tengo miedo de salir en Culiacán últimamente,miedo,miedo,0.9643809795379639
2025-09-08,¡Qué bonito día en Culiacán! El sol brillando hermoso 🌞 #CuliacánSinaloa,alegria,alegria,0.992551326751709
2025-09-08,Qué orgullo ser de Culiacán Sinaloa 💪❤️ #CuliacánSinaloa,alegria,alegria,0.991804838180542
2025-09-08,Preocupado por la situación en Culiacán 😰 #CuliacánSinaloa,miedo,tristeza,0.8432126045227051
2025-09-08,¡Qué! ¿Eso en Culiacán? No lo esperaba 🙏,sorpresa,sorpresa,0.9461425542831421
2025-09-08,"Feliz de estar en Culiacán, la ciudad más bella de Sinaloa ❤️ #CuliacánSinaloa",alegria,alegria,0.9944524168968201
2025-09-08,¿En serio pasó eso en Culiacán? ¡WOW! 🙏,sorpresa,sorpresa,0.9687604308128357
2025-09-08,¡Qué! ¿Eso en Culiacán? No lo esperaba #CuliacánSinaloa,sorpresa,sorpresa,0.957832932472229
2025-09-08,"Situación tensa en Culiacán Sinaloa, cuidado #CuliacánSinaloa",miedo,neutral,0.8995873332023621
2025-09-08,Sorprendido por las noticias de Culiacán 🤯 #CuliacánSinaloa,sorpresa,sorpresa,0.903133749961853
2025-09-08,"Excelente ambiente en Culiacán hoy, todo tranquilo 😊 🙏",alegria,alegria,0.7557156682014465
2025-09-08,¿Alguien más nervioso por Culiacán? 😨 #Culiacán,miedo,neutral,0.4913856089115143
2025-09-08,Impresionante lo de Culiacán Sinaloa 😮,sorpresa,sorpresa,0.9674083590507507
2025-09-08,Sorprendido por las noticias de Culiacán 🤯 #CuliacánSinaloa,sorpresa,sorpresa,0.903133749961853
2025-09-08,"Situación tensa en Culiacán Sinaloa, cuidado #Culiacán",miedo,neutral,0.8914746642112732
2025-09-08,Qué coraje la situación en Culiacán Sinaloa 😤,ira,miedo,0.30199071764945984
2025-09-08,Qué tristeza la situación de Culiacán 😞 #CuliacánSinaloa,tristeza,tristeza,0.996246874332428
2025-09-08,¡Qué bonito día en Culiacán! El sol brillando hermoso 🌞 #CuliacánSinaloa,alegria,alegria,0.992551326751709
2025-09-08,"Feliz de estar en Culiacán, la ciudad más bella de Sinaloa ❤️ #CuliacánSinaloa",alegria,alegria,0.9944524168968201
2025-09-08,"Me encanta vivir en Culiacán, gran ciudad 🏙️✨",alegria,alegria,0.9819586873054504
2025-09-08,Preocupado por la situación en Culiacán 😰,miedo,tristeza,0.8982906341552734
2025-09-08,"Otro día difícil en Culiacán, extraño la paz 😢",tristeza,tristeza,0.9954714775085449
2025-09-08,"Excelente ambiente en Culiacán hoy, todo tranquilo 😊",alegria,alegria,0.7185074090957642
2025-09-08,Estoy harto de la inseguridad en Culiacán! #Culiacán,ira,ira,0.932031512260437
2025-09-08,¿Alguien más nervioso por Culiacán? 😨 🙏,miedo,neutral,0.410197377204895
2025-09-08,Tengo miedo de salir en Culiacán últimamente #Culiacán,miedo,miedo,0.966340959072113
2025-09-08,Qué coraje la situación en Culiacán Sinaloa 😤 #CuliacánSinaloa,ira,neutral,0.3802326023578644
2025-09-08,"Excelente ambiente en Culiacán hoy, todo tranquilo 😊 #CuliacánSinaloa",alegria,alegria,0.837165355682373
2025-09-08,"Otro día difícil en Culiacán, extraño la paz 😢",tristeza,tristeza,0.9954714775085449
2025-09-08,¡No puedo creer lo que vi en Culiacán! 😲 🙏,sorpresa,sorpresa,0.9313516616821289
2025-09-08,Tengo miedo de salir en Culiacán últimamente 🙏,miedo,miedo,0.9624802470207214
2025-09-08,"Otro día difícil en Culiacán, extraño la paz 😢 #Culiacán",tristeza,tristeza,0.9954219460487366
2025-09-08,Qué coraje la situación en Culiacán Sinaloa 😤 #Culiacán,ira,neutral,0.2956699728965759
2025-09-08,¡Qué bonito día en Culiacán! El sol brillando hermoso 🌞 #Culiacán,alegria,alegria,0.9923374056816101
2025-09-08,Qué coraje la situación en Culiacán Sinaloa 😤 #CuliacánSinaloa,ira,neutral,0.3802326023578644
2025-09-08,Qué tristeza la situación de Culiacán 😞 #Culiacán,tristeza,tristeza,0.9962600469589233
2025-09-08,¡Qué bonito día en Culiacán! El sol brillando hermoso 🌞 🙏,alegria,alegria,0.9928486347198486
2025-09-08,"Excelente ambiente en Culiacán hoy, todo tranquilo 😊 🙏",alegria,alegria,0.7557156682014465
2025-09-08,Tengo miedo de salir en Culiacán últimamente 🙏,miedo,miedo,0.9624802470207214
2025-09-08,Qué orgullo ser de Culiacán Sinaloa 💪❤️ #CuliacánSinaloa,alegria,alegria,0.991804838180542
2025-09-08,Sorprendido por las noticias de Culiacán 🤯,sorpresa,sorpresa,0.9206829071044922
2025-09-08,"Situación tensa en Culiacán Sinaloa, cuidado 🙏",miedo,neutral,0.8832962512969971
2025-09-08,Me da miedo pensar en el futuro de Culiacán 😔 #CuliacánSinaloa,miedo,tristeza,0.7699317336082458
2025-09-08,¡Ya basta! Culiacán merece mejor 😡 #Culiacán,ira,ira,0.7734032273292542
2025-09-08,¡Ya basta! Culiacán merece mejor 😡 #CuliacánSinaloa,ira,ira,0.6971157193183899
2025-09-08,Impresionante lo de Culiacán Sinaloa 😮 #CuliacánSinaloa,sorpresa,sorpresa,0.929234504699707
2025-09-08,"Culiacán ya no es como antes, qué nostalgia 🙏",tristeza,tristeza,0.9943938255310059
2025-09-08,"Culiacán ya no es como antes, qué nostalgia",tristeza,tristeza,0.9931923747062683
2025-09-08,"No puede ser posible lo que pasa en Culiacán, ¡ya! #CuliacánSinaloa",ira,sorpresa,0.3940582275390625
2025-09-08,¡Qué bonito día en Culiacán! El sol brillando hermoso 🌞 🙏,alegria,alegria,0.9928486347198486
2025-09-08,Preocupado por la situación en Culiacán 😰 #Culiacán,miedo,tristeza,0.8718172311782837
2025-09-09,Tengo miedo de salir en Culiacán últimamente,miedo,miedo,0.9643809795379639
2025-09-09,Me da miedo pensar en el futuro de Culiacán 😔 #Culiacán,miedo,tristeza,0.7841812372207642
